month,departement,nb_rsa,nb_aah,nb_ass,nb_prime_activite,nb_aide_logement,nb_garantie_jeune,nb_garantie_jeune_mois
2017-02-01,ain,7630.0,6690.0,2270.0,18150.0,37660.0,183.0,163.0
2017-03-01,ain,7630.0,6700.0,2260.0,18490.0,37920.0,219.0,191.0
2017-04-01,ain,7630.0,6730.0,2250.0,18510.0,38070.0,211.0,181.0
2017-05-01,ain,7590.0,6770.0,2210.0,18820.0,38160.0,245.0,195.0
2017-06-01,ain,7600.0,6800.0,2180.0,18940.0,38170.0,275.0,235.0
2017-07-01,ain,7500.0,6770.0,2230.0,18640.0,37900.0,265.0,196.0
2017-08-01,ain,7490.0,6790.0,2240.0,18800.0,38040.0,264.0,189.0
2017-09-01,ain,7490.0,6800.0,2160.0,19020.0,38330.0,307.0,224.0
2017-10-01,ain,7600.0,6830.0,2170.0,19080.0,38920.0,294.0,222.0
2017-11-01,ain,7740.0,6830.0,2130.0,19380.0,39180.0,287.0,226.0
2017-12-01,ain,7700.0,6850.0,2100.0,19530.0,39300.0,289.0,222.0
2018-01-01,ain,7670.0,6770.0,2090.0,19220.0,36710.0,287.0,236.0
2018-02-01,ain,7600.0,6800.0,2050.0,19130.0,37250.0,297.0,215.0
2018-03-01,ain,7610.0,6810.0,2060.0,19320.0,37480.0,275.0,219.0
2018-04-01,ain,7570.0,6840.0,2000.0,19100.0,37700.0,290.0,230.0
2018-05-01,ain,7550.0,6850.0,1970.0,19370.0,37820.0,271.0,221.0
2018-06-01,ain,7560.0,6880.0,1950.0,19520.0,37860.0,276.0,204.0
2018-07-01,ain,7520.0,6850.0,1960.0,19330.0,37590.0,262.0,194.0
2018-08-01,ain,7480.0,6860.0,1960.0,19440.0,37670.0,256.0,166.0
2018-09-01,ain,7460.0,6850.0,1910.0,19600.0,37920.0,272.0,209.0
2018-10-01,ain,7520.0,6860.0,1870.0,19930.0,38290.0,281.0,213.0
2018-11-01,ain,7620.0,6900.0,1860.0,20530.0,38620.0,280.0,221.0
2018-12-01,ain,7670.0,6960.0,1840.0,21970.0,38750.0,266.0,202.0
2019-01-01,ain,7610.0,6870.0,1820.0,28460.0,36060.0,271.0,218.0
2019-02-01,ain,7580.0,6870.0,1820.0,30700.0,36400.0,281.0,224.0
2019-03-01,ain,7600.0,6880.0,1810.0,31720.0,36720.0,284.0,235.0
2019-04-01,ain,7600.0,6910.0,1810.0,31470.0,36870.0,287.0,217.0
2019-05-01,ain,7570.0,6910.0,1800.0,31810.0,36960.0,286.0,222.0
2019-06-01,ain,7570.0,6870.0,1790.0,32160.0,36990.0,267.0,211.0
2019-07-01,ain,7530.0,6880.0,1800.0,31760.0,36810.0,282.0,213.0
2019-08-01,ain,7520.0,6890.0,1810.0,32090.0,36890.0,277.0,187.0
2019-09-01,ain,7580.0,6880.0,1760.0,32570.0,37120.0,292.0,220.0
2019-10-01,ain,7540.0,6880.0,1740.0,32860.0,37630.0,290.0,229.0
2019-11-01,ain,7680.0,6980.0,1720.0,33380.0,37890.0,297.0,246.0
2019-12-01,ain,7690.0,6990.0,1670.0,33780.0,38010.0,293.0,232.0
2020-01-01,ain,7750.0,6820.0,1690.0,33550.0,35530.0,281.0,231.0
2020-02-01,ain,7810.0,6850.0,1710.0,33660.0,35820.0,274.0,216.0
2020-03-01,ain,7990.0,6880.0,1730.0,33690.0,36100.0,310.0,269.0
2020-04-01,ain,8220.0,6920.0,1720.0,34090.0,37070.0,302.0,277.0
2020-05-01,ain,8340.0,6970.0,1670.0,34550.0,37190.0,278.0,250.0
2020-06-01,ain,8510.0,6990.0,1810.0,34940.0,37220.0,253.0,220.0
2020-07-01,ain,8620.0,7020.0,1870.0,34030.0,37110.0,263.0,217.0
2020-08-01,ain,8710.0,7020.0,1910.0,33330.0,37360.0,264.0,196.0
2020-09-01,ain,8740.0,7030.0,1890.0,33250.0,37720.0,254.0,225.0
2020-10-01,ain,8770.0,7020.0,1870.0,33580.0,38240.0,259.0,221.0
2020-11-01,ain,8780.0,7030.0,1810.0,34330.0,38580.0,302.0,275.0
2020-12-01,ain,8650.0,7060.0,1730.0,34660.0,38730.0,322.0,278.0
2021-01-01,ain,8480.0,6990.0,1680.0,34390.0,34470.0,325.0,275.0
2021-02-01,ain,8380.0,7000.0,1620.0,34270.0,34800.0,355.0,295.0
2021-03-01,ain,8260.0,7040.0,1580.0,34380.0,35100.0,386.0,337.0
2021-04-01,ain,8110.0,7070.0,1530.0,34280.0,34680.0,460.0,408.0
2021-05-01,ain,7930.0,7110.0,1500.0,34400.0,34650.0,524.0,449.0
2021-06-01,ain,7880.0,7110.0,1440.0,34370.0,34560.0,587.0,478.0
2021-07-01,ain,8030.0,7110.0,1850.0,33970.0,33800.0,613.0,476.0
2021-08-01,ain,8010.0,7130.0,1840.0,33960.0,33730.0,618.0,469.0
2021-09-01,ain,8060.0,7130.0,1830.0,34340.0,33840.0,607.0,493.0
2021-10-01,ain,8080.0,7130.0,1720.0,34560.0,33760.0,680.0,532.0
2021-11-01,ain,7920.0,7130.0,1640.0,34790.0,33790.0,690.0,553.0
2021-12-01,ain,7940.0,7200.0,1550.0,35070.0,33950.0,774.0,597.0
2022-01-01,ain,7770.0,7130.0,1550.0,34880.0,32880.0,778.0,
2022-02-01,ain,7650.0,7160.0,1530.0,34700.0,33090.0,817.0,
2022-03-01,ain,7700.0,7180.0,,34860.0,33380.0,,
2017-02-01,aisne,17510.0,11080.0,5680.0,24570.0,51030.0,1074.0,903.0
2017-03-01,aisne,17620.0,11060.0,5690.0,24790.0,51230.0,1098.0,941.0
2017-04-01,aisne,17650.0,11070.0,5630.0,24750.0,51440.0,1169.0,1002.0
2017-05-01,aisne,17620.0,11080.0,5610.0,25020.0,51590.0,1174.0,1038.0
2017-06-01,aisne,17500.0,11100.0,5580.0,25130.0,51580.0,1255.0,1057.0
2017-07-01,aisne,17460.0,11110.0,5600.0,24910.0,51220.0,1292.0,1105.0
2017-08-01,aisne,17360.0,11080.0,5600.0,25270.0,51260.0,1249.0,1028.0
2017-09-01,aisne,17310.0,11070.0,5570.0,25760.0,51490.0,1449.0,1219.0
2017-10-01,aisne,17310.0,11080.0,5530.0,25960.0,52080.0,1345.0,1146.0
2017-11-01,aisne,17340.0,11090.0,5530.0,26330.0,52330.0,1372.0,1194.0
2017-12-01,aisne,17330.0,11110.0,5520.0,26320.0,52440.0,1345.0,1148.0
2018-01-01,aisne,17480.0,11010.0,5530.0,25720.0,50290.0,1373.0,1161.0
2018-02-01,aisne,17590.0,11010.0,5490.0,25520.0,50850.0,1385.0,1172.0
2018-03-01,aisne,17650.0,11020.0,5430.0,25620.0,51040.0,1366.0,1163.0
2018-04-01,aisne,17600.0,11020.0,5340.0,25490.0,51080.0,1360.0,1154.0
2018-05-01,aisne,17670.0,11050.0,5260.0,25660.0,51060.0,1330.0,1166.0
2018-06-01,aisne,17580.0,11030.0,5190.0,25770.0,51040.0,1333.0,1111.0
2018-07-01,aisne,17570.0,11010.0,5190.0,25450.0,50720.0,1340.0,1131.0
2018-08-01,aisne,17480.0,11030.0,5170.0,25650.0,50790.0,1372.0,1073.0
2018-09-01,aisne,17470.0,11030.0,5050.0,25980.0,51060.0,1406.0,1148.0
2018-10-01,aisne,17580.0,11010.0,5010.0,26610.0,51540.0,1452.0,1203.0
2018-11-01,aisne,17650.0,11090.0,5000.0,27460.0,51740.0,1450.0,1226.0
2018-12-01,aisne,17630.0,11110.0,4950.0,28640.0,51910.0,1456.0,1254.0
2019-01-01,aisne,17700.0,11020.0,4950.0,34430.0,49560.0,1501.0,1300.0
2019-02-01,aisne,17790.0,11030.0,4950.0,36120.0,49790.0,1522.0,1322.0
2019-03-01,aisne,17930.0,11030.0,4940.0,36980.0,50020.0,1547.0,1326.0
2019-04-01,aisne,17990.0,11050.0,4910.0,36950.0,50030.0,1511.0,1311.0
2019-05-01,aisne,18120.0,11030.0,4890.0,37360.0,50070.0,1541.0,1312.0
2019-06-01,aisne,18150.0,10960.0,4890.0,37640.0,49980.0,1528.0,1287.0
2019-07-01,aisne,18170.0,10960.0,4880.0,37330.0,49690.0,1556.0,1292.0
2019-08-01,aisne,18080.0,10980.0,4870.0,37600.0,49650.0,1567.0,1287.0
2019-09-01,aisne,18090.0,10970.0,4760.0,38180.0,50110.0,1520.0,1239.0
2019-10-01,aisne,18070.0,11010.0,4730.0,38770.0,50660.0,1547.0,1297.0
2019-11-01,aisne,18150.0,11160.0,4710.0,39310.0,50810.0,1534.0,1318.0
2019-12-01,aisne,18130.0,11190.0,4650.0,39690.0,50930.0,1582.0,1333.0
2020-01-01,aisne,18210.0,11000.0,4670.0,39080.0,48650.0,1546.0,1347.0
2020-02-01,aisne,18290.0,11030.0,4730.0,39000.0,48840.0,1566.0,1346.0
2020-03-01,aisne,18460.0,11060.0,4720.0,38730.0,48980.0,1497.0,1418.0
2020-04-01,aisne,18540.0,11100.0,4690.0,38910.0,49630.0,1475.0,1394.0
2020-05-01,aisne,18600.0,11130.0,4610.0,39040.0,49580.0,1419.0,1339.0
2020-06-01,aisne,18910.0,11150.0,4820.0,39030.0,49500.0,1407.0,1257.0
2020-07-01,aisne,19150.0,11160.0,4880.0,38160.0,49380.0,1405.0,1251.0
2020-08-01,aisne,19200.0,11220.0,4900.0,37720.0,49400.0,1423.0,1230.0
2020-09-01,aisne,19190.0,11220.0,4870.0,38030.0,49770.0,1386.0,1179.0
2020-10-01,aisne,19220.0,11220.0,4860.0,38490.0,50270.0,1452.0,1236.0
2020-11-01,aisne,19230.0,11230.0,4780.0,39200.0,50660.0,1479.0,1333.0
2020-12-01,aisne,19040.0,11250.0,4690.0,39470.0,50800.0,1535.0,1372.0
2021-01-01,aisne,18850.0,11180.0,4620.0,38810.0,47200.0,1556.0,1362.0
2021-02-01,aisne,18660.0,11200.0,4520.0,38590.0,47490.0,1559.0,1396.0
2021-03-01,aisne,18570.0,11190.0,4430.0,38400.0,47780.0,1577.0,1415.0
2021-04-01,aisne,18420.0,11230.0,4310.0,38150.0,47320.0,1769.0,1597.0
2021-05-01,aisne,18230.0,11230.0,4230.0,38230.0,47200.0,1911.0,1672.0
2021-06-01,aisne,18050.0,11260.0,4140.0,38330.0,47100.0,2041.0,1783.0
2021-07-01,aisne,18410.0,11290.0,4690.0,38120.0,46520.0,2136.0,1801.0
2021-08-01,aisne,18340.0,11310.0,4690.0,38340.0,46380.0,2314.0,1967.0
2021-09-01,aisne,18270.0,11310.0,4590.0,38930.0,46460.0,2377.0,2047.0
2021-10-01,aisne,18180.0,11330.0,4400.0,39290.0,46510.0,2447.0,2105.0
2021-11-01,aisne,17950.0,11310.0,4360.0,39430.0,46160.0,2512.0,2193.0
2021-12-01,aisne,18090.0,11420.0,4220.0,39870.0,46330.0,2675.0,2360.0
2022-01-01,aisne,17880.0,11150.0,4220.0,39470.0,44880.0,2570.0,
2022-02-01,aisne,17740.0,11180.0,4210.0,39120.0,45480.0,2533.0,
2022-03-01,aisne,17800.0,11270.0,,39190.0,45720.0,,
2017-02-01,allier,9490.0,8530.0,3010.0,14560.0,32660.0,407.0,347.0
2017-03-01,allier,9530.0,8540.0,2990.0,14760.0,32750.0,401.0,353.0
2017-04-01,allier,9590.0,8560.0,2970.0,14630.0,32800.0,390.0,333.0
2017-05-01,allier,9570.0,8570.0,2950.0,14800.0,32690.0,385.0,337.0
2017-06-01,allier,9580.0,8600.0,2960.0,14960.0,32510.0,401.0,356.0
2017-07-01,allier,9570.0,8590.0,2930.0,14870.0,31950.0,385.0,324.0
2017-08-01,allier,9520.0,8590.0,2920.0,15070.0,32020.0,378.0,307.0
2017-09-01,allier,9530.0,8590.0,2890.0,15360.0,32430.0,449.0,384.0
2017-10-01,allier,9590.0,8590.0,2880.0,15420.0,33150.0,419.0,356.0
2017-11-01,allier,9650.0,8560.0,2900.0,15540.0,33320.0,427.0,369.0
2017-12-01,allier,9610.0,8580.0,2870.0,15530.0,33400.0,405.0,334.0
2018-01-01,allier,9710.0,8490.0,2870.0,15160.0,32020.0,411.0,349.0
2018-02-01,allier,9730.0,8490.0,2840.0,15070.0,32240.0,417.0,339.0
2018-03-01,allier,9740.0,8490.0,2830.0,15100.0,32330.0,426.0,364.0
2018-04-01,allier,9730.0,8470.0,2800.0,14940.0,32330.0,433.0,372.0
2018-05-01,allier,9740.0,8480.0,2750.0,15110.0,32280.0,448.0,384.0
2018-06-01,allier,9770.0,8490.0,2740.0,15220.0,32170.0,425.0,366.0
2018-07-01,allier,9760.0,8470.0,2710.0,15140.0,31680.0,435.0,370.0
2018-08-01,allier,9740.0,8450.0,2700.0,15360.0,31710.0,442.0,364.0
2018-09-01,allier,9780.0,8440.0,2640.0,15470.0,32190.0,434.0,364.0
2018-10-01,allier,9780.0,8420.0,2590.0,15670.0,32850.0,431.0,363.0
2018-11-01,allier,9860.0,8540.0,2560.0,16150.0,33050.0,441.0,381.0
2018-12-01,allier,9890.0,8540.0,2560.0,16990.0,33170.0,429.0,359.0
2019-01-01,allier,9910.0,8410.0,2560.0,21190.0,31670.0,425.0,357.0
2019-02-01,allier,9930.0,8360.0,2550.0,22590.0,31850.0,423.0,376.0
2019-03-01,allier,9940.0,8360.0,2520.0,23290.0,31900.0,426.0,376.0
2019-04-01,allier,9980.0,8360.0,2510.0,23190.0,31880.0,406.0,360.0
2019-05-01,allier,10030.0,8370.0,2470.0,23550.0,31760.0,421.0,358.0
2019-06-01,allier,10010.0,8250.0,2430.0,23740.0,31560.0,447.0,376.0
2019-07-01,allier,10010.0,8250.0,2410.0,23520.0,30960.0,436.0,374.0
2019-08-01,allier,9940.0,8280.0,2410.0,23710.0,30940.0,444.0,357.0
2019-09-01,allier,9970.0,8300.0,2370.0,24010.0,31530.0,436.0,357.0
2019-10-01,allier,10050.0,8290.0,2330.0,24260.0,32210.0,437.0,356.0
2019-11-01,allier,10110.0,8480.0,2320.0,24530.0,32370.0,433.0,361.0
2019-12-01,allier,10140.0,8500.0,2330.0,24590.0,32460.0,422.0,355.0
2020-01-01,allier,10130.0,8250.0,2320.0,24140.0,30950.0,415.0,364.0
2020-02-01,allier,10160.0,8240.0,2310.0,24140.0,31100.0,432.0,385.0
2020-03-01,allier,10310.0,8250.0,2290.0,24160.0,31190.0,436.0,406.0
2020-04-01,allier,10370.0,8280.0,2300.0,24130.0,31600.0,419.0,386.0
2020-05-01,allier,10440.0,8320.0,2260.0,24270.0,31480.0,381.0,343.0
2020-06-01,allier,10600.0,8350.0,2360.0,24230.0,31260.0,394.0,354.0
2020-07-01,allier,10720.0,8340.0,2400.0,23690.0,30820.0,400.0,360.0
2020-08-01,allier,10770.0,8380.0,2430.0,23500.0,30840.0,406.0,359.0
2020-09-01,allier,10740.0,8370.0,2450.0,23620.0,31490.0,399.0,357.0
2020-10-01,allier,10770.0,8370.0,2410.0,23820.0,32060.0,405.0,367.0
2020-11-01,allier,10780.0,8380.0,2370.0,24270.0,32280.0,429.0,399.0
2020-12-01,allier,10740.0,8370.0,2290.0,24510.0,32340.0,439.0,392.0
2021-01-01,allier,10640.0,8240.0,2250.0,24210.0,29790.0,456.0,408.0
2021-02-01,allier,10580.0,8260.0,2190.0,24010.0,30000.0,447.0,397.0
2021-03-01,allier,10500.0,8280.0,2170.0,23940.0,30200.0,514.0,474.0
2021-04-01,allier,10450.0,8270.0,2110.0,23730.0,29800.0,569.0,518.0
2021-05-01,allier,10380.0,8290.0,2070.0,23760.0,29750.0,643.0,575.0
2021-06-01,allier,10280.0,8300.0,2020.0,23700.0,29540.0,668.0,596.0
2021-07-01,allier,10380.0,8290.0,2280.0,23420.0,28800.0,684.0,600.0
2021-08-01,allier,10360.0,8270.0,2290.0,23600.0,28760.0,688.0,572.0
2021-09-01,allier,10390.0,8260.0,2230.0,23910.0,29230.0,707.0,600.0
2021-10-01,allier,10320.0,8240.0,2130.0,23990.0,29400.0,737.0,633.0
2021-11-01,allier,10230.0,8230.0,2110.0,24210.0,29080.0,753.0,648.0
2021-12-01,allier,10140.0,8220.0,2060.0,24540.0,29270.0,835.0,702.0
2022-01-01,allier,10110.0,8180.0,2060.0,24100.0,28250.0,793.0,
2022-02-01,allier,10090.0,8150.0,2020.0,24030.0,28810.0,794.0,
2022-03-01,allier,10090.0,8100.0,,24070.0,28800.0,,
2017-02-01,alpes de haute provence,4300.0,3050.0,1180.0,7130.0,14780.0,0.0,0.0
2017-03-01,alpes de haute provence,4330.0,3050.0,1180.0,7220.0,14840.0,0.0,0.0
2017-04-01,alpes de haute provence,4360.0,3060.0,1160.0,7000.0,14820.0,15.0,15.0
2017-05-01,alpes de haute provence,4350.0,3050.0,1150.0,7090.0,14830.0,27.0,27.0
2017-06-01,alpes de haute provence,4330.0,3030.0,1150.0,7190.0,14770.0,46.0,46.0
2017-07-01,alpes de haute provence,4290.0,3050.0,1140.0,7250.0,14570.0,46.0,46.0
2017-08-01,alpes de haute provence,4280.0,3080.0,1130.0,7390.0,14620.0,46.0,45.0
2017-09-01,alpes de haute provence,4250.0,3090.0,1110.0,7540.0,14710.0,78.0,76.0
2017-10-01,alpes de haute provence,4250.0,3090.0,1130.0,7580.0,14970.0,78.0,74.0
2017-11-01,alpes de haute provence,4270.0,3110.0,1140.0,7640.0,15100.0,101.0,98.0
2017-12-01,alpes de haute provence,4290.0,3100.0,1100.0,7610.0,15180.0,99.0,92.0
2018-01-01,alpes de haute provence,4320.0,3080.0,1140.0,7400.0,14470.0,111.0,104.0
2018-02-01,alpes de haute provence,4340.0,3090.0,1120.0,7310.0,14600.0,120.0,111.0
2018-03-01,alpes de haute provence,4360.0,3090.0,1100.0,7380.0,14670.0,113.0,93.0
2018-04-01,alpes de haute provence,4380.0,3110.0,1090.0,7330.0,14690.0,108.0,90.0
2018-05-01,alpes de haute provence,4380.0,3140.0,1090.0,7400.0,14730.0,96.0,79.0
2018-06-01,alpes de haute provence,4330.0,3160.0,1070.0,7550.0,14730.0,90.0,63.0
2018-07-01,alpes de haute provence,4270.0,3150.0,1070.0,7580.0,14520.0,87.0,65.0
2018-08-01,alpes de haute provence,4240.0,3170.0,1060.0,7730.0,14520.0,82.0,52.0
2018-09-01,alpes de haute provence,4220.0,3180.0,1030.0,7900.0,14660.0,81.0,59.0
2018-10-01,alpes de haute provence,4230.0,3190.0,1030.0,7970.0,14790.0,86.0,66.0
2018-11-01,alpes de haute provence,4280.0,3220.0,1020.0,8210.0,14890.0,100.0,90.0
2018-12-01,alpes de haute provence,4300.0,3240.0,1000.0,8590.0,14930.0,99.0,83.0
2019-01-01,alpes de haute provence,4300.0,3200.0,990.0,10410.0,14240.0,88.0,74.0
2019-02-01,alpes de haute provence,4330.0,3210.0,990.0,11020.0,14310.0,77.0,69.0
2019-03-01,alpes de haute provence,4330.0,3250.0,1000.0,11230.0,14400.0,99.0,90.0
2019-04-01,alpes de haute provence,4360.0,3260.0,990.0,11040.0,14380.0,113.0,104.0
2019-05-01,alpes de haute provence,4360.0,3260.0,970.0,11130.0,14420.0,109.0,99.0
2019-06-01,alpes de haute provence,4310.0,3230.0,980.0,11260.0,14370.0,126.0,115.0
2019-07-01,alpes de haute provence,4310.0,3220.0,1000.0,11390.0,14240.0,126.0,120.0
2019-08-01,alpes de haute provence,4290.0,3240.0,1000.0,11580.0,14240.0,125.0,112.0
2019-09-01,alpes de haute provence,4250.0,3240.0,980.0,11820.0,14340.0,134.0,113.0
2019-10-01,alpes de haute provence,4300.0,3250.0,960.0,11980.0,14530.0,142.0,127.0
2019-11-01,alpes de haute provence,4370.0,3290.0,950.0,12140.0,14600.0,117.0,101.0
2019-12-01,alpes de haute provence,4360.0,3290.0,960.0,12150.0,14670.0,116.0,100.0
2020-01-01,alpes de haute provence,4390.0,3240.0,950.0,11960.0,13970.0,130.0,119.0
2020-02-01,alpes de haute provence,4370.0,3270.0,940.0,11870.0,14070.0,130.0,112.0
2020-03-01,alpes de haute provence,4450.0,3280.0,940.0,11830.0,14140.0,122.0,108.0
2020-04-01,alpes de haute provence,4520.0,3280.0,940.0,11850.0,14380.0,117.0,108.0
2020-05-01,alpes de haute provence,4570.0,3300.0,920.0,11880.0,14410.0,117.0,72.0
2020-06-01,alpes de haute provence,4610.0,3310.0,1020.0,11870.0,14410.0,92.0,75.0
2020-07-01,alpes de haute provence,4650.0,3320.0,1040.0,11610.0,14400.0,111.0,99.0
2020-08-01,alpes de haute provence,4710.0,3340.0,1040.0,11600.0,14400.0,111.0,92.0
2020-09-01,alpes de haute provence,4710.0,3340.0,1050.0,11700.0,14530.0,99.0,91.0
2020-10-01,alpes de haute provence,4720.0,3340.0,1010.0,11890.0,14740.0,95.0,82.0
2020-11-01,alpes de haute provence,4760.0,3330.0,980.0,12160.0,14880.0,95.0,86.0
2020-12-01,alpes de haute provence,4750.0,3340.0,940.0,12330.0,14930.0,116.0,102.0
2021-01-01,alpes de haute provence,4730.0,3300.0,920.0,12170.0,13640.0,104.0,90.0
2021-02-01,alpes de haute provence,4730.0,3310.0,880.0,12010.0,13740.0,130.0,113.0
2021-03-01,alpes de haute provence,4690.0,3310.0,850.0,11830.0,13780.0,143.0,121.0
2021-04-01,alpes de haute provence,4650.0,3320.0,830.0,11650.0,13650.0,142.0,116.0
2021-05-01,alpes de haute provence,4580.0,3330.0,800.0,11690.0,13610.0,163.0,128.0
2021-06-01,alpes de haute provence,4470.0,3350.0,790.0,11730.0,13530.0,165.0,127.0
2021-07-01,alpes de haute provence,4480.0,3360.0,960.0,11730.0,13270.0,151.0,121.0
2021-08-01,alpes de haute provence,4450.0,3370.0,960.0,11880.0,13190.0,151.0,109.0
2021-09-01,alpes de haute provence,4430.0,3340.0,940.0,12170.0,13260.0,157.0,111.0
2021-10-01,alpes de haute provence,4380.0,3340.0,890.0,12250.0,13220.0,160.0,117.0
2021-11-01,alpes de haute provence,4400.0,3340.0,870.0,12450.0,13180.0,194.0,148.0
2021-12-01,alpes de haute provence,4350.0,3360.0,860.0,12450.0,13250.0,188.0,146.0
2022-01-01,alpes de haute provence,4390.0,3350.0,860.0,12260.0,12750.0,190.0,
2022-02-01,alpes de haute provence,4370.0,3390.0,860.0,12260.0,12880.0,203.0,
2022-03-01,alpes de haute provence,4400.0,3420.0,,12270.0,13000.0,,
2017-02-01,hautes alpes,2860.0,2380.0,720.0,5900.0,11400.0,0.0,0.0
2017-03-01,hautes alpes,2860.0,2390.0,720.0,6060.0,11460.0,13.0,13.0
2017-04-01,hautes alpes,2900.0,2410.0,700.0,6050.0,11450.0,28.0,27.0
2017-05-01,hautes alpes,2910.0,2420.0,710.0,6180.0,11420.0,40.0,37.0
2017-06-01,hautes alpes,2890.0,2440.0,720.0,6240.0,11380.0,51.0,48.0
2017-07-01,hautes alpes,2860.0,2460.0,740.0,6150.0,11220.0,51.0,43.0
2017-08-01,hautes alpes,2840.0,2500.0,720.0,6190.0,11240.0,49.0,37.0
2017-09-01,hautes alpes,2820.0,2540.0,730.0,6260.0,11360.0,74.0,57.0
2017-10-01,hautes alpes,2810.0,2530.0,730.0,6320.0,11500.0,74.0,62.0
2017-11-01,hautes alpes,2830.0,2540.0,730.0,6390.0,11620.0,94.0,79.0
2017-12-01,hautes alpes,2840.0,2560.0,700.0,6350.0,11660.0,94.0,77.0
2018-01-01,hautes alpes,2850.0,2520.0,710.0,6150.0,11150.0,104.0,90.0
2018-02-01,hautes alpes,2830.0,2540.0,670.0,6110.0,11290.0,115.0,90.0
2018-03-01,hautes alpes,2820.0,2550.0,650.0,6210.0,11360.0,111.0,89.0
2018-04-01,hautes alpes,2830.0,2560.0,650.0,6230.0,11340.0,100.0,67.0
2018-05-01,hautes alpes,2840.0,2570.0,650.0,6340.0,11310.0,96.0,75.0
2018-06-01,hautes alpes,2860.0,2570.0,660.0,6390.0,11260.0,99.0,80.0
2018-07-01,hautes alpes,2830.0,2600.0,660.0,6330.0,11060.0,100.0,78.0
2018-08-01,hautes alpes,2800.0,2610.0,650.0,6360.0,11050.0,102.0,80.0
2018-09-01,hautes alpes,2840.0,2610.0,650.0,6400.0,11190.0,109.0,88.0
2018-10-01,hautes alpes,2840.0,2600.0,640.0,6460.0,11370.0,97.0,78.0
2018-11-01,hautes alpes,2910.0,2650.0,620.0,6670.0,11500.0,101.0,88.0
2018-12-01,hautes alpes,2900.0,2670.0,610.0,6990.0,11600.0,131.0,114.0
2019-01-01,hautes alpes,2940.0,2630.0,610.0,8550.0,10940.0,134.0,108.0
2019-02-01,hautes alpes,2900.0,2650.0,610.0,9160.0,11030.0,132.0,105.0
2019-03-01,hautes alpes,2900.0,2670.0,590.0,9550.0,11070.0,141.0,117.0
2019-04-01,hautes alpes,2920.0,2680.0,590.0,9760.0,11090.0,150.0,122.0
2019-05-01,hautes alpes,2930.0,2690.0,580.0,9960.0,11100.0,157.0,125.0
2019-06-01,hautes alpes,2930.0,2680.0,580.0,10070.0,11090.0,155.0,129.0
2019-07-01,hautes alpes,2960.0,2680.0,570.0,10030.0,10930.0,161.0,130.0
2019-08-01,hautes alpes,2960.0,2680.0,580.0,10020.0,10880.0,153.0,108.0
2019-09-01,hautes alpes,2960.0,2700.0,560.0,10110.0,10950.0,154.0,116.0
2019-10-01,hautes alpes,2960.0,2710.0,570.0,10170.0,11100.0,177.0,116.0
2019-11-01,hautes alpes,2980.0,2780.0,560.0,10370.0,11210.0,164.0,128.0
2019-12-01,hautes alpes,3020.0,2790.0,550.0,10440.0,11280.0,146.0,116.0
2020-01-01,hautes alpes,3040.0,2740.0,550.0,10230.0,10730.0,141.0,113.0
2020-02-01,hautes alpes,2980.0,2750.0,540.0,10210.0,10830.0,138.0,106.0
2020-03-01,hautes alpes,3010.0,2780.0,520.0,10350.0,10870.0,134.0,117.0
2020-04-01,hautes alpes,3090.0,2820.0,530.0,10590.0,11150.0,132.0,112.0
2020-05-01,hautes alpes,3170.0,2830.0,530.0,10790.0,11190.0,121.0,110.0
2020-06-01,hautes alpes,3280.0,2840.0,590.0,10770.0,11210.0,123.0,108.0
2020-07-01,hautes alpes,3320.0,2840.0,590.0,10350.0,11140.0,134.0,119.0
2020-08-01,hautes alpes,3360.0,2860.0,600.0,10190.0,11140.0,150.0,131.0
2020-09-01,hautes alpes,3350.0,2850.0,600.0,10140.0,11240.0,147.0,122.0
2020-10-01,hautes alpes,3380.0,2850.0,590.0,10400.0,11380.0,144.0,125.0
2020-11-01,hautes alpes,3420.0,2860.0,580.0,10740.0,11570.0,128.0,112.0
2020-12-01,hautes alpes,3410.0,2870.0,540.0,10780.0,11680.0,145.0,130.0
2021-01-01,hautes alpes,3440.0,2830.0,520.0,10520.0,10640.0,153.0,138.0
2021-02-01,hautes alpes,3410.0,2830.0,510.0,10330.0,10780.0,174.0,154.0
2021-03-01,hautes alpes,3330.0,2860.0,490.0,10260.0,10810.0,181.0,162.0
2021-04-01,hautes alpes,3340.0,2880.0,470.0,10200.0,10660.0,205.0,184.0
2021-05-01,hautes alpes,3300.0,2890.0,460.0,10240.0,10630.0,224.0,196.0
2021-06-01,hautes alpes,3230.0,2890.0,450.0,10260.0,10580.0,223.0,197.0
2021-07-01,hautes alpes,3240.0,2880.0,590.0,10110.0,10360.0,232.0,199.0
2021-08-01,hautes alpes,3230.0,2900.0,560.0,10130.0,10280.0,232.0,190.0
2021-09-01,hautes alpes,3240.0,2890.0,560.0,10280.0,10290.0,248.0,198.0
2021-10-01,hautes alpes,3250.0,2890.0,520.0,10480.0,10280.0,251.0,208.0
2021-11-01,hautes alpes,3190.0,2880.0,520.0,10590.0,10290.0,264.0,232.0
2021-12-01,hautes alpes,3210.0,2890.0,500.0,10630.0,10380.0,289.0,256.0
2022-01-01,hautes alpes,3140.0,2870.0,510.0,10420.0,9640.0,280.0,
2022-02-01,hautes alpes,3110.0,2880.0,500.0,10370.0,9940.0,260.0,
